7907,ED,Carstenstraat,42 t/m 64,Hoogeveen,Wijk 50 Hoogeveen,Venesluis,Hoogeveen,Drenthe
7907,EE,Lodderstraat,1 t/m 39,Hoogeveen,Wijk 50 Hoogeveen,Venesluis,Hoogeveen,Drenthe
7907,EG,Lodderstraat,2 t/m 18,Hoogeveen,Wijk 50 Hoogeveen,Venesluis,Hoogeveen,Drenthe
7907,EH,Pottingastraat,1 t/m 41,Hoogeveen,Wijk 50 Hoogeveen,Venesluis,Hoogeveen,Drenthe
7907,EJ,Pottingastraat,2 t/m 50,Hoogeveen,Wijk 50 Hoogeveen,Venesluis,Hoogeveen,Drenthe
7907,EK,Pottingastraat,52 t/m 102,Hoogeveen,Wijk 50 Hoogeveen,Venesluis,Hoogeveen,Drenthe
7907,EL,Ebbingestraat,1 t/m 39,Hoogeveen,Wijk 50 Hoogeveen,Venesluis,Hoogeveen,Drenthe
7907,EM,van der Wijckstraat,1 t/m 38,Hoogeveen,Wijk 50 Hoogeveen,Venesluis,Hoogeveen,Drenthe
7907,EN,Ebbingestraat,2 t/m 2,Hoogeveen,Wijk 50 Hoogeveen,Venesluis,Hoogeveen,Drenthe
7907,GA,Alteveer,66 t/m 108,Hoogeveen,Wijk 62 Industrie- en verspreide gebieden,Verspreide huizen Alteveer,Hoogeveen,Drenthe
7907,GB,Alteveer,110 t/m 124,Hoogeveen,Wijk 62 Industrie- en verspreide gebieden,Verspreide huizen Alteveer,Hoogeveen,Drenthe
7907,GC,Alteveer,107 t/m 135,Hoogeveen,Wijk 62 Industrie- en verspreide gebieden,Verspreide huizen Alteveer,Hoogeveen,Drenthe
7907,GE,het Oosterveld,1 t/m 11,Hoogeveen,Wijk 62 Industrie- en verspreide gebieden,Verspreide huizen Alteveer,Hoogeveen,Drenthe
7908,AA,Mortonhof,56 t/m 74,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,AB,de Weide,1 t/m 28,Hoogeveen,Wijk 51 De Weide,Steenbergerweiden,Hoogeveen,Drenthe
7908,AC,Zuidwoldigerweg,5 t/m 71,Hoogeveen,Wijk 51 De Weide,Schutlanden-Oost,Hoogeveen,Drenthe
7908,AD,Zuidwoldigerweg,2 t/m 42,Hoogeveen,Wijk 51 De Weide,Schoonvelde-Oost,Hoogeveen,Drenthe
7908,AE,van Swietenhof,1 t/m 31,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,AG,van Swietenhof,33 t/m 61,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,AH,Swammerdamstraat,1 t/m 43,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,AJ,Swammerdamstraat,49 t/m 73,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,AK,Swammerdamstraat,2 t/m 34,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,AL,Salkhof,1 t/m 21,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,AM,Salkhof,23 t/m 53,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,AN,Mortonhof,1 t/m 29,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,AP,Mortonhof,2 t/m 54,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,AR,Listerhof,1 t/m 21,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,AS,Listerhof,23 t/m 57,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,AT,Mendelhof,2 t/m 60,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,AV,Mantinghstraat,1 t/m 53,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,AW,Mantinghstraat,55 t/m 103,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,AX,Mantinghstraat,2 t/m 52,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,AZ,Mantinghstraat,54 t/m 96,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,BA,Landsteinerhof,1 t/m 15,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,BB,Landsteinerhof,2 t/m 36,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
7908,BC,Landsteinerhof,38 t/m 68,Hoogeveen,Wijk 51 De Weide,Schoonvelde-West,Hoogeveen,Drenthe
